"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Title","SibSpGroups","ParchGroups","FamSize","FamSizeGroups","ticketnumber","ticket_id","TicketGroups","fare_outlier","FareGroups","Miss_Cabin","Deck","DeckGroups","Miss_Age","MiceAge","AgeGroups","Child","Mother","singleFemale"
143,1,3,"female",24,1,0,"STON/O2. 3101279",15.85,"Missing","S","Mrs","1&2","0",2,"2&3","STON","Letter","Medium","no",3,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
144,0,3,"male",19,0,0,"365222",6.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",0
145,0,2,"male",18,0,0,"231945",11.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
146,0,2,"male",19,1,1,"C.A. 33112",36.75,"Missing","S","Mr","1&2","1-3",3,"2&3","CA","Letter","Medium","no",4,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",0
147,1,3,"male",27,0,0,"350043",7.7958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",0
148,0,3,"female",9,2,2,"W./C. 6608",34.375,"Missing","S","Miss","1&2","1-3",5,"5","W","Letter","Low","no",4,"Missing","M","Missing","age_known",9,"Child","Child","Not Mother",0
149,0,2,"male",36.5,0,2,"230080",26,"F2","S","Mr","0","1-3",3,"2&3","Number","Number","Medium","no",3,"Known","F","CF","age_known",36.5,"Adult","Adult","Not Mother",0
150,0,2,"male",42,0,0,"244310",13,"Missing","S","Rare Title","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",42,"Adult","Adult","Not Mother",0
151,0,2,"male",51,0,0,"S.O.P. 1166",12.525,"Missing","S","Rare Title","0","0",1,"1&7","SO","Letter","Lowest","no",2,"Missing","M","Missing","age_known",51,"Adult","Adult","Not Mother",0
152,1,1,"female",22,1,0,"113776",66.6,"C2","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",22,"Adult","Adult","Not Mother",0
153,0,3,"male",55.5,0,0,"A.5. 11206",8.05,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",2,"Missing","M","Missing","age_known",55.5,"Adult","Adult","Not Mother",0
154,0,3,"male",40.5,0,2,"A/5. 851",14.5,"Missing","S","Mr","0","1-3",3,"2&3","A","Letter","Lowest","no",3,"Missing","M","Missing","age_known",40.5,"Adult","Adult","Not Mother",0
155,0,3,"male",NA,0,0,"Fa 265302",7.3125,"Missing","S","Mr","0","0",1,"1&7","Fa","Letter","Lowest","no",1,"Missing","M","Missing","age_missing",22,"Adult","Adult","Not Mother",0
156,0,1,"male",51,0,1,"PC 17597",61.3792,"Missing","C","Mr","0","1-3",2,"2&3","PC","Letter","High","no",4,"Missing","M","Missing","age_known",51,"Adult","Adult","Not Mother",0
157,1,3,"female",16,0,0,"35851",7.7333,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",16,"Child","Child","Not Mother",1
158,0,3,"male",30,0,0,"SOTON/OQ 392090",8.05,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",2,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
159,0,3,"male",NA,0,0,"315037",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_missing",29,"Adult","Adult","Not Mother",0
160,0,3,"male",NA,8,2,"CA. 2343",69.55,"Missing","S","Master","3+","1-3",11,"8","CA","Letter","Medium","yes",4,"Missing","M","Missing","age_missing",9,"Child","Child","Not Mother",0
161,0,3,"male",44,0,1,"371362",16.1,"Missing","S","Mr","0","1-3",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",44,"Adult","Adult","Not Mother",0
162,1,2,"female",40,0,0,"C.A. 33595",15.75,"Missing","S","Mrs","0","0",1,"1&7","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",40,"Adult","Adult","Not Mother",1
163,0,3,"male",26,0,0,"347068",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
164,0,3,"male",17,0,0,"315093",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",17,"Child","Child","Not Mother",0
165,0,3,"male",1,4,1,"3101295",39.6875,"Missing","S","Master","3+","1-3",6,"6","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",1,"Child","Child","Not Mother",0
166,1,3,"male",9,0,2,"363291",20.525,"Missing","S","Master","0","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",9,"Child","Child","Not Mother",0
167,1,1,"female",NA,0,1,"113505",55,"E33","S","Mrs","0","1-3",2,"2&3","Number","Number","Medium","no",4,"Known","E","BDE","age_missing",43,"Adult","Adult","Mother",0
168,0,3,"female",45,1,4,"347088",27.9,"Missing","S","Mrs","1&2","4+",6,"6","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",45,"Adult","Adult","Mother",0
169,0,1,"male",NA,0,0,"PC 17318",25.925,"Missing","S","Mr","0","0",1,"1&7","PC","Letter","High","no",3,"Missing","M","Missing","age_missing",80,"Adult","Adult","Not Mother",0
170,0,3,"male",28,0,0,"1601",56.4958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",28,"Adult","Adult","Not Mother",0
171,0,1,"male",61,0,0,"111240",33.5,"B19","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Known","B","BDE","age_known",61,"Adult","Adult","Not Mother",0
172,0,3,"male",4,4,1,"382652",29.125,"Missing","Q","Master","3+","1-3",6,"6","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",4,"Child","Child","Not Mother",0
173,1,3,"female",1,1,1,"347742",11.1333,"Missing","S","Miss","1&2","1-3",3,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",1,"Child","Child","Not Mother",0
174,0,3,"male",21,0,0,"STON/O 2. 3101280",7.925,"Missing","S","Mr","0","0",1,"1&7","STON","Letter","Medium","no",2,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
175,0,1,"male",56,0,0,"17764",30.6958,"A7","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","A","A","age_known",56,"Adult","Adult","Not Mother",0
176,0,3,"male",18,1,1,"350404",7.8542,"Missing","S","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
177,0,3,"male",NA,3,1,"4133",25.4667,"Missing","S","Master","3+","1-3",5,"5","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",7,"Child","Child","Not Mother",0
178,0,1,"female",50,0,0,"PC 17595",28.7125,"C49","C","Miss","0","0",1,"1&7","PC","Letter","High","no",3,"Known","C","CF","age_known",50,"Adult","Adult","Not Mother",1
179,0,2,"male",30,0,0,"250653",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
180,0,3,"male",36,0,0,"LINE",0,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",0,"Missing","M","Missing","age_known",36,"Adult","Adult","Not Mother",0
181,0,3,"female",NA,8,2,"CA. 2343",69.55,"Missing","S","Miss","3+","1-3",11,"8","CA","Letter","Medium","yes",4,"Missing","M","Missing","age_missing",12,"Child","Child","Not Mother",0
182,0,2,"male",NA,0,0,"SC/PARIS 2131",15.05,"Missing","C","Mr","0","0",1,"1&7","SC","Letter","High","no",3,"Missing","M","Missing","age_missing",30,"Adult","Adult","Not Mother",0
183,0,3,"male",9,4,2,"347077",31.3875,"Missing","S","Master","3+","1-3",7,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",9,"Child","Child","Not Mother",0
184,1,2,"male",1,2,1,"230136",39,"F4","S","Master","1&2","1-3",4,"4","Number","Number","Medium","no",4,"Known","F","CF","age_known",1,"Child","Child","Not Mother",0
185,1,3,"female",4,0,2,"315153",22.025,"Missing","S","Miss","0","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",4,"Child","Child","Not Mother",0
186,0,1,"male",NA,0,0,"113767",50,"A32","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Known","A","A","age_missing",22,"Adult","Adult","Not Mother",0
187,1,3,"female",NA,1,0,"370365",15.5,"Missing","Q","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",55,"Adult","Adult","Not Mother",0
188,1,1,"male",45,0,0,"111428",26.55,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",45,"Adult","Adult","Not Mother",0
189,0,3,"male",40,1,1,"364849",15.5,"Missing","Q","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",40,"Adult","Adult","Not Mother",0
190,0,3,"male",36,0,0,"349247",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",36,"Adult","Adult","Not Mother",0
191,1,2,"female",32,0,0,"234604",13,"Missing","S","Mrs","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",1
192,0,2,"male",19,0,0,"28424",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",0
193,1,3,"female",19,1,0,"350046",7.8542,"Missing","S","Miss","1&2","0",2,"2&3","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",0
194,1,2,"male",3,1,1,"230080",26,"F2","S","Master","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Known","F","CF","age_known",3,"Child","Child","Not Mother",0
195,1,1,"female",44,0,0,"PC 17610",27.7208,"B4","C","Mrs","0","0",1,"1&7","PC","Letter","High","no",3,"Known","B","BDE","age_known",44,"Adult","Adult","Not Mother",1
196,1,1,"female",58,0,0,"PC 17569",146.5208,"B80","C","Miss","0","0",1,"1&7","PC","Letter","High","yes",4,"Known","B","BDE","age_known",58,"Adult","Adult","Not Mother",1
197,0,3,"male",NA,0,0,"368703",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",60,"Adult","Adult","Not Mother",0
198,0,3,"male",42,0,1,"4579",8.4042,"Missing","S","Mr","0","1-3",2,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",42,"Adult","Adult","Not Mother",0
199,1,3,"female",NA,0,0,"370370",7.75,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",26,"Adult","Adult","Not Mother",1
200,0,2,"female",24,0,0,"248747",13,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",1
201,0,3,"male",28,0,0,"345770",9.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",28,"Adult","Adult","Not Mother",0
202,0,3,"male",NA,8,2,"CA. 2343",69.55,"Missing","S","Mr","3+","1-3",11,"8","CA","Letter","Medium","yes",4,"Missing","M","Missing","age_missing",19,"Adult","Adult","Not Mother",0
203,0,3,"male",34,0,0,"3101264",6.4958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",34,"Adult","Adult","Not Mother",0
204,0,3,"male",45.5,0,0,"2628",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",45.5,"Adult","Adult","Not Mother",0
205,1,3,"male",18,0,0,"A/5 3540",8.05,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",2,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
206,0,3,"female",2,0,1,"347054",10.4625,"G6","S","Miss","0","1-3",2,"2&3","Number","Number","Medium","no",2,"Known","G","G","age_known",2,"Child","Child","Not Mother",0
207,0,3,"male",32,1,0,"3101278",15.85,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",0
208,1,3,"male",26,0,0,"2699",18.7875,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
209,1,3,"female",16,0,0,"367231",7.75,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",16,"Child","Child","Not Mother",1
210,1,1,"male",40,0,0,"112277",31,"A31","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","A","A","age_known",40,"Adult","Adult","Not Mother",0
211,0,3,"male",24,0,0,"SOTON/O.Q. 3101311",7.05,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",1,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
212,1,2,"female",35,0,0,"F.C.C. 13528",21,"Missing","S","Miss","0","0",1,"1&7","FC","Letter","High","no",3,"Missing","M","Missing","age_known",35,"Adult","Adult","Not Mother",1
213,0,3,"male",22,0,0,"A/5 21174",7.25,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",1,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
214,0,2,"male",30,0,0,"250646",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
215,0,3,"male",NA,1,0,"367229",7.75,"Missing","Q","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",63,"Adult","Adult","Not Mother",0
216,1,1,"female",31,1,0,"35273",113.275,"D36","C","Miss","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","D","BDE","age_known",31,"Adult","Adult","Not Mother",0
217,1,3,"female",27,0,0,"STON/O2. 3101283",7.925,"Missing","S","Miss","0","0",1,"1&7","STON","Letter","Medium","no",2,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",1
218,0,2,"male",42,1,0,"243847",27,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",42,"Adult","Adult","Not Mother",0
219,1,1,"female",32,0,0,"11813",76.2917,"D15","C","Miss","0","0",1,"1&7","Number","Number","Medium","yes",4,"Known","D","BDE","age_known",32,"Adult","Adult","Not Mother",1
220,0,2,"male",30,0,0,"W/C 14208",10.5,"Missing","S","Mr","0","0",1,"1&7","W","Letter","Low","no",2,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
221,1,3,"male",16,0,0,"SOTON/OQ 392089",8.05,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",2,"Missing","M","Missing","age_known",16,"Child","Child","Not Mother",0
222,0,2,"male",27,0,0,"220367",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",0
223,0,3,"male",51,0,0,"21440",8.05,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",51,"Adult","Adult","Not Mother",0
224,0,3,"male",NA,0,0,"349234",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",27,"Adult","Adult","Not Mother",0
225,1,1,"male",38,1,0,"19943",90,"C93","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",38,"Adult","Adult","Not Mother",0
226,0,3,"male",22,0,0,"PP 4348",9.35,"Missing","S","Mr","0","0",1,"1&7","PP","Letter","High","no",2,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
227,1,2,"male",19,0,0,"SW/PP 751",10.5,"Missing","S","Mr","0","0",1,"1&7","SW","Letter","High","no",2,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",0
228,0,3,"male",20.5,0,0,"A/5 21173",7.25,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",1,"Missing","M","Missing","age_known",20.5,"Adult","Adult","Not Mother",0
229,0,2,"male",18,0,0,"236171",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
230,0,3,"female",NA,3,1,"4133",25.4667,"Missing","S","Miss","3+","1-3",5,"5","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",9,"Child","Child","Not Mother",0
231,1,1,"female",35,1,0,"36973",83.475,"C83","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",35,"Adult","Adult","Not Mother",0
232,0,3,"male",29,0,0,"347067",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",29,"Adult","Adult","Not Mother",0
233,0,2,"male",59,0,0,"237442",13.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",59,"Adult","Adult","Not Mother",0
234,1,3,"female",5,4,2,"347077",31.3875,"Missing","S","Miss","3+","1-3",7,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",5,"Child","Child","Not Mother",0
235,0,2,"male",24,0,0,"C.A. 29566",10.5,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",2,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
236,0,3,"female",NA,0,0,"W./C. 6609",7.55,"Missing","S","Miss","0","0",1,"1&7","W","Letter","Low","no",1,"Missing","M","Missing","age_missing",21,"Adult","Adult","Not Mother",1
237,0,2,"male",44,1,0,"26707",26,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",44,"Adult","Adult","Not Mother",0
238,1,2,"female",8,0,2,"C.A. 31921",26.25,"Missing","S","Miss","0","1-3",3,"2&3","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",8,"Child","Child","Not Mother",0
239,0,2,"male",19,0,0,"28665",10.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",0
240,0,2,"male",33,0,0,"SCO/W 1585",12.275,"Missing","S","Mr","0","0",1,"1&7","SCO","Letter","Lowest","no",2,"Missing","M","Missing","age_known",33,"Adult","Adult","Not Mother",0
241,0,3,"female",NA,1,0,"2665",14.4542,"Missing","C","Miss","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",10,"Child","Child","Not Mother",0
242,1,3,"female",NA,1,0,"367230",15.5,"Missing","Q","Miss","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",29,"Adult","Adult","Not Mother",0
243,0,2,"male",29,0,0,"W./C. 14263",10.5,"Missing","S","Mr","0","0",1,"1&7","W","Letter","Low","no",2,"Missing","M","Missing","age_known",29,"Adult","Adult","Not Mother",0
244,0,3,"male",22,0,0,"STON/O 2. 3101275",7.125,"Missing","S","Mr","0","0",1,"1&7","STON","Letter","Medium","no",1,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
245,0,3,"male",30,0,0,"2694",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
246,0,1,"male",44,2,0,"19928",90,"C78","Q","Rare Title","1&2","0",3,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",44,"Adult","Adult","Not Mother",0
247,0,3,"female",25,0,0,"347071",7.775,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",1
248,1,2,"female",24,0,2,"250649",14.5,"Missing","S","Mrs","0","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",24,"Adult","Adult","Mother",0
249,1,1,"male",37,1,1,"11751",52.5542,"D35","S","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","no",4,"Known","D","BDE","age_known",37,"Adult","Adult","Not Mother",0
250,0,2,"male",54,1,0,"244252",26,"Missing","S","Rare Title","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",54,"Adult","Adult","Not Mother",0
251,0,3,"male",NA,0,0,"362316",7.25,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",23,"Adult","Adult","Not Mother",0
252,0,3,"female",29,1,1,"347054",10.4625,"G6","S","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","no",2,"Known","G","G","age_known",29,"Adult","Adult","Mother",0
253,0,1,"male",62,0,0,"113514",26.55,"C87","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","C","CF","age_known",62,"Adult","Adult","Not Mother",0
254,0,3,"male",30,1,0,"A/5. 3336",16.1,"Missing","S","Mr","1&2","0",2,"2&3","A","Letter","Lowest","no",3,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
255,0,3,"female",41,0,2,"370129",20.2125,"Missing","S","Mrs","0","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",41,"Adult","Adult","Mother",0
